phase,track,red,green,blue,rgb,neo_word,neo_rgb
56,1,102,0,102,#660066,0x0606,#630063
56,2,94,0,94,#5e005e,0x5505,#5a005a
56,3,86,0,86,#560056,0x0505,#520052
56,4,79,0,79,#4f004f,0x0505,#520052
56,5,71,0,71,#470047,0x5404,#4a004a
56,6,63,0,63,#3f003f,0x0404,#420042
56,7,55,0,55,#370037,0x5303,#3a003a
56,8,47,0,47,#2f002f,0x0303,#310031
56,9,39,0,39,#270027,0x5202,#290029
56,10,31,0,31,#1f001f,0x0202,#210021
56,11,23,0,23,#170017,0x5101,#190019
56,12,15,0,15,#0f000f,0x0101,#100010
56,13,0,0,50,#000032,0x0003,#000031
56,14,0,0,67,#000043,0x0004,#000042
56,15,0,0,84,#000054,0x0005,#000052
56,16,0,0,101,#000065,0x0006,#000063
56,17,0,0,118,#000076,0x0007,#000073
56,18,0,0,135,#000087,0x0008,#000084
56,19,0,0,152,#000098,0x0009,#000094
57,0,102,0,102,#660066,0x0606,#630063
57,1,94,0,94,#5e005e,0x5505,#5a005a
57,2,86,0,86,#560056,0x0505,#520052
57,3,79,0,79,#4f004f,0x0505,#520052
57,4,71,0,71,#470047,0x5404,#4a004a
57,5,63,0,63,#3f003f,0x0404,#420042
57,6,55,0,55,#370037,0x5303,#3a003a
57,7,47,0,47,#2f002f,0x0303,#310031
57,8,39,0,39,#270027,0x5202,#290029
57,9,31,0,31,#1f001f,0x0202,#210021
57,10,23,0,23,#170017,0x5101,#190019
57,11,15,0,15,#0f000f,0x0101,#100010
57,12,0,0,50,#000032,0x0003,#000031
57,13,0,0,67,#000043,0x0004,#000042
57,14,0,0,84,#000054,0x0005,#000052
57,15,0,0,101,#000065,0x0006,#000063
57,16,0,0,118,#000076,0x0007,#000073
57,17,0,0,135,#000087,0x0008,#000084
57,18,0,0,152,#000098,0x0009,#000094
57,19,0,0,169,#0000a9,0x100a,#0000ad
58,0,94,0,94,#5e005e,0x5505,#5a005a
58,1,86,0,86,#560056,0x0505,#520052
58,2,79,0,79,#4f004f,0x0505,#520052
58,3,71,0,71,#470047,0x5404,#4a004a
58,4,63,0,63,#3f003f,0x0404,#420042
58,5,55,0,55,#370037,0x5303,#3a003a
58,6,47,0,47,#2f002f,0x0303,#310031
58,7,39,0,39,#270027,0x5202,#290029
58,8,31,0,31,#1f001f,0x0202,#210021
58,9,23,0,23,#170017,0x5101,#190019
58,10,15,0,15,#0f000f,0x0101,#100010
58,11,0,0,50,#000032,0x0003,#000031
58,12,0,0,67,#000043,0x0004,#000042
58,13,0,0,84,#000054,0x0005,#000052
58,14,0,0,101,#000065,0x0006,#000063
58,15,0,0,118,#000076,0x0007,#000073
58,16,0,0,135,#000087,0x0008,#000084
58,17,0,0,152,#000098,0x0009,#000094
58,18,0,0,169,#0000a9,0x100a,#0000ad
58,19,0,0,186,#0000ba,0x100b,#0000bd
59,0,86,0,86,#560056,0x0505,#520052
59,1,79,0,79,#4f004f,0x0505,#520052
59,2,71,0,71,#470047,0x5404,#4a004a
59,3,63,0,63,#3f003f,0x0404,#420042
59,4,55,0,55,#370037,0x5303,#3a003a
59,5,47,0,47,#2f002f,0x0303,#310031
59,6,39,0,39,#270027,0x5202,#290029
59,7,31,0,31,#1f001f,0x0202,#210021
59,8,23,0,23,#170017,0x5101,#190019
59,9,15,0,15,#0f000f,0x0101,#100010
59,10,0,0,50,#000032,0x0003,#000031
59,11,0,0,67,#000043,0x0004,#000042
59,12,0,0,84,#000054,0x0005,#000052
59,13,0,0,101,#000065,0x0006,#000063
59,14,0,0,118,#000076,0x0007,#000073
59,15,0,0,135,#000087,0x0008,#000084
59,16,0,0,152,#000098,0x0009,#000094
59,17,0,0,169,#0000a9,0x100a,#0000ad
59,18,0,0,186,#0000ba,0x100b,#0000bd
59,19,0,0,203,#0000cb,0x100c,#0000ce
60,0,79,0,79,#4f004f,0x0505,#520052
60,1,71,0,71,#470047,0x5404,#4a004a
60,2,63,0,63,#3f003f,0x0404,#420042
60,3,55,0,55,#370037,0x5303,#3a003a
60,4,47,0,47,#2f002f,0x0303,#310031
60,5,39,0,39,#270027,0x5202,#290029
60,6,31,0,31,#1f001f,0x0202,#210021
60,7,23,0,23,#170017,0x5101,#190019
60,8,15,0,15,#0f000f,0x0101,#100010
60,9,0,0,50,#000032,0x0003,#000031
60,10,0,0,67,#000043,0x0004,#000042
60,11,0,0,84,#000054,0x0005,#000052
60,12,0,0,101,#000065,0x0006,#000063
60,13,0,0,118,#000076,0x0007,#000073
60,14,0,0,135,#000087,0x0008,#000084
60,15,0,0,152,#000098,0x0009,#000094
60,16,0,0,169,#0000a9,0x100a,#0000ad
60,17,0,0,186,#0000ba,0x100b,#0000bd
60,18,0,0,203,#0000cb,0x100c,#0000ce
60,19,0,0,220,#0000dc,0x100d,#0000de
61,0,71,0,71,#470047,0x5404,#4a004a
61,1,63,0,63,#3f003f,0x0404,#420042
61,2,55,0,55,#370037,0x5303,#3a003a
61,3,47,0,47,#2f002f,0x0303,#310031
61,4,39,0,39,#270027,0x5202,#290029
61,5,31,0,31,#1f001f,0x0202,#210021
61,6,23,0,23,#170017,0x5101,#190019
61,7,15,0,15,#0f000f,0x0101,#100010
61,8,0,0,50,#000032,0x0003,#000031
61,9,0,0,67,#000043,0x0004,#000042
61,10,0,0,84,#000054,0x0005,#000052
61,11,0,0,101,#000065,0x0006,#000063
61,12,0,0,118,#000076,0x0007,#000073
61,13,0,0,135,#000087,0x0008,#000084
61,14,0,0,152,#000098,0x0009,#000094
61,15,0,0,169,#0000a9,0x100a,#0000ad
61,16,0,0,186,#0000ba,0x100b,#0000bd
61,17,0,0,203,#0000cb,0x100c,#0000ce
61,18,0,0,220,#0000dc,0x100d,#0000de
61,19,0,0,237,#0000ed,0x100e,#0000ef
62,0,63,0,63,#3f003f,0x0404,#420042
62,1,55,0,55,#370037,0x5303,#3a003a
62,2,47,0,47,#2f002f,0x0303,#310031
62,3,39,0,39,#270027,0x5202,#290029
62,4,31,0,31,#1f001f,0x0202,#210021
62,5,23,0,23,#170017,0x5101,#190019
62,6,15,0,15,#0f000f,0x0101,#100010
62,7,0,0,50,#000032,0x0003,#000031
62,8,0,0,67,#000043,0x0004,#000042
62,9,0,0,84,#000054,0x0005,#000052
62,10,0,0,101,#000065,0x0006,#000063
62,11,0,0,118,#000076,0x0007,#000073
62,12,0,0,135,#000087,0x0008,#000084
62,13,0,0,152,#000098,0x0009,#000094
62,14,0,0,169,#0000a9,0x100a,#0000ad
62,15,0,0,186,#0000ba,0x100b,#0000bd
62,16,0,0,203,#0000cb,0x100c,#0000ce
62,17,0,0,220,#0000dc,0x100d,#0000de
62,18,0,0,237,#0000ed,0x100e,#0000ef
62,19,0,0,254,#0000fe,0x100f,#0000ff
63,0,55,0,55,#370037,0x5303,#3a003a
63,1,47,0,47,#2f002f,0x0303,#310031
63,2,39,0,39,#270027,0x5202,#290029
63,3,31,0,31,#1f001f,0x0202,#210021
63,4,23,0,23,#170017,0x5101,#190019
63,5,15,0,15,#0f000f,0x0101,#100010
63,6,0,0,50,#000032,0x0003,#000031
63,7,0,0,67,#000043,0x0004,#000042
63,8,0,0,84,#000054,0x0005,#000052
63,9,0,0,101,#000065,0x0006,#000063
63,10,0,0,118,#000076,0x0007,#000073
63,11,0,0,135,#000087,0x0008,#000084
63,12,0,0,152,#000098,0x0009,#000094
63,13,0,0,169,#0000a9,0x100a,#0000ad
63,14,0,0,186,#0000ba,0x100b,#0000bd
63,15,0,0,203,#0000cb,0x100c,#0000ce
63,16,0,0,220,#0000dc,0x100d,#0000de
63,17,0,0,237,#0000ed,0x100e,#0000ef
63,18,0,0,254,#0000fe,0x100f,#0000ff
63,19,0,0,254,#0000fe,0x100f,#0000ff
64,0,47,0,47,#2f002f,0x0303,#310031
64,1,39,0,39,#270027,0x5202,#290029
64,2,31,0,31,#1f001f,0x0202,#210021
64,3,23,0,23,#170017,0x5101,#190019
64,4,15,0,15,#0f000f,0x0101,#100010
64,5,0,0,50,#000032,0x0003,#000031
64,6,0,0,67,#000043,0x0004,#000042
64,7,0,0,84,#000054,0x0005,#000052
64,8,0,0,101,#000065,0x0006,#000063
64,9,0,0,118,#000076,0x0007,#000073
64,10,0,0,135,#000087,0x0008,#000084
64,11,0,0,152,#000098,0x0009,#000094
64,12,0,0,169,#0000a9,0x100a,#0000ad
64,13,0,0,186,#0000ba,0x100b,#0000bd
64,14,0,0,203,#0000cb,0x100c,#0000ce
64,15,0,0,220,#0000dc,0x100d,#0000de
64,16,0,0,237,#0000ed,0x100e,#0000ef
64,17,0,0,254,#0000fe,0x100f,#0000ff
64,18,0,0,254,#0000fe,0x100f,#0000ff
64,19,0,0,237,#0000ed,0x100e,#0000ef
65,0,39,0,39,#270027,0x5202,#290029
65,1,31,0,31,#1f001f,0x0202,#210021
65,2,23,0,23,#170017,0x5101,#190019
65,3,15,0,15,#0f000f,0x0101,#100010
65,4,0,0,50,#000032,0x0003,#000031
65,5,0,0,67,#000043,0x0004,#000042
65,6,0,0,84,#000054,0x0005,#000052
65,7,0,0,101,#000065,0x0006,#000063
65,8,0,0,118,#000076,0x0007,#000073
65,9,0,0,135,#000087,0x0008,#000084
65,10,0,0,152,#000098,0x0009,#000094
65,11,0,0,169,#0000a9,0x100a,#0000ad
65,12,0,0,186,#0000ba,0x100b,#0000bd
65,13,0,0,203,#0000cb,0x100c,#0000ce
65,14,0,0,220,#0000dc,0x100d,#0000de
65,15,0,0,237,#0000ed,0x100e,#0000ef
65,16,0,0,254,#0000fe,0x100f,#0000ff
65,17,0,0,254,#0000fe,0x100f,#0000ff
65,18,0,0,237,#0000ed,0x100e,#0000ef
65,19,0,0,220,#0000dc,0x100d,#0000de
66,0,31,0,31,#1f001f,0x0202,#210021
66,1,23,0,23,#170017,0x5101,#190019
66,2,15,0,15,#0f000f,0x0101,#100010
66,3,0,0,50,#000032,0x0003,#000031
66,4,0,0,67,#000043,0x0004,#000042
66,5,0,0,84,#000054,0x0005,#000052
66,6,0,0,101,#000065,0x0006,#000063
66,7,0,0,118,#000076,0x0007,#000073
66,8,0,0,135,#000087,0x0008,#000084
66,9,0,0,152,#000098,0x0009,#000094
66,10,0,0,169,#0000a9,0x100a,#0000ad
66,11,0,0,186,#0000ba,0x100b,#0000bd
66,12,0,0,203,#0000cb,0x100c,#0000ce
66,13,0,0,220,#0000dc,0x100d,#0000de
66,14,0,0,237,#0000ed,0x100e,#0000ef
66,15,0,0,254,#0000fe,0x100f,#0000ff
66,16,0,0,254,#0000fe,0x100f,#0000ff
66,17,0,0,237,#0000ed,0x100e,#0000ef
66,18,0,0,220,#0000dc,0x100d,#0000de
66,19,0,0,203,#0000cb,0x100c,#0000ce
67,0,23,0,23,#170017,0x5101,#190019
67,1,15,0,15,#0f000f,0x0101,#100010
67,2,0,0,50,#000032,0x0003,#000031
67,3,0,0,67,#000043,0x0004,#000042
67,4,0,0,84,#000054,0x0005,#000052
67,5,0,0,101,#000065,0x0006,#000063
67,6,0,0,118,#000076,0x0007,#000073
67,7,0,0,135,#000087,0x0008,#000084
67,8,0,0,152,#000098,0x0009,#000094
67,9,0,0,169,#0000a9,0x100a,#0000ad
67,10,0,0,186,#0000ba,0x100b,#0000bd
67,11,0,0,203,#0000cb,0x100c,#0000ce
67,12,0,0,220,#0000dc,0x100d,#0000de
67,13,0,0,237,#0000ed,0x100e,#0000ef
67,14,0,0,254,#0000fe,0x100f,#0000ff
67,15,0,0,254,#0000fe,0x100f,#0000ff
67,16,0,0,237,#0000ed,0x100e,#0000ef
67,17,0,0,220,#0000dc,0x100d,#0000de
67,18,0,0,203,#0000cb,0x100c,#0000ce
67,19,0,0,186,#0000ba,0x100b,#0000bd
68,0,15,0,15,#0f000f,0x0101,#100010
68,1,0,0,50,#000032,0x0003,#000031
68,2,0,0,67,#000043,0x0004,#000042
68,3,0,0,84,#000054,0x0005,#000052
68,4,0,0,101,#000065,0x0006,#000063
68,5,0,0,118,#000076,0x0007,#000073
68,6,0,0,135,#000087,0x0008,#000084
68,7,0,0,152,#000098,0x0009,#000094
68,8,0,0,169,#0000a9,0x100a,#0000ad
68,9,0,0,186,#0000ba,0x100b,#0000bd
68,10,0,0,203,#0000cb,0x100c,#0000ce
68,11,0,0,220,#0000dc,0x100d,#0000de
68,12,0,0,237,#0000ed,0x100e,#0000ef
68,13,0,0,254,#0000fe,0x100f,#0000ff
68,14,0,0,254,#0000fe,0x100f,#0000ff
68,15,0,0,237,#0000ed,0x100e,#0000ef
68,16,0,0,220,#0000dc,0x100d,#0000de
68,17,0,0,203,#0000cb,0x100c,#0000ce
68,18,0,0,186,#0000ba,0x100b,#0000bd
68,19,0,0,169,#0000a9,0x100a,#0000ad
69,0,0,0,50,#000032,0x0003,#000031
69,1,0,0,67,#000043,0x0004,#000042
69,2,0,0,84,#000054,0x0005,#000052
69,3,0,0,101,#000065,0x0006,#000063
69,4,0,0,118,#000076,0x0007,#000073
69,5,0,0,135,#000087,0x0008,#000084
69,6,0,0,152,#000098,0x0009,#000094
69,7,0,0,169,#0000a9,0x100a,#0000ad
69,8,0,0,186,#0000ba,0x100b,#0000bd
69,9,0,0,203,#0000cb,0x100c,#0000ce
69,10,0,0,220,#0000dc,0x100d,#0000de
69,11,0,0,237,#0000ed,0x100e,#0000ef
69,12,0,0,254,#0000fe,0x100f,#0000ff
69,13,0,0,254,#0000fe,0x100f,#0000ff
69,14,0,0,237,#0000ed,0x100e,#0000ef
69,15,0,0,220,#0000dc,0x100d,#0000de
69,16,0,0,203,#0000cb,0x100c,#0000ce
69,17,0,0,186,#0000ba,0x100b,#0000bd
69,18,0,0,169,#0000a9,0x100a,#0000ad
69,19,0,0,152,#000098,0x0009,#000094
70,0,0,0,67,#000043,0x0004,#000042
70,1,0,0,84,#000054,0x0005,#000052
70,2,0,0,101,#000065,0x0006,#000063
70,3,0,0,118,#000076,0x0007,#000073
70,4,0,0,135,#000087,0x0008,#000084
70,5,0,0,152,#000098,0x0009,#000094
70,6,0,0,169,#0000a9,0x100a,#0000ad
70,7,0,0,186,#0000ba,0x100b,#0000bd
70,8,0,0,203,#0000cb,0x100c,#0000ce
70,9,0,0,220,#0000dc,0x100d,#0000de
70,10,0,0,237,#0000ed,0x100e,#0000ef
70,11,0,0,254,#0000fe,0x100f,#0000ff
70,12,0,0,254,#0000fe,0x100f,#0000ff
70,13,0,0,237,#0000ed,0x100e,#0000ef
70,14,0,0,220,#0000dc,0x100d,#0000de
70,15,0,0,203,#0000cb,0x100c,#0000ce
70,16,0,0,186,#0000ba,0x100b,#0000bd
70,17,0,0,169,#0000a9,0x100a,#0000ad
70,18,0,0,152,#000098,0x0009,#000094
70,19,0,0,135,#000087,0x0008,#000084
71,0,0,0,84,#000054,0x0005,#000052
71,1,0,0,101,#000065,0x0006,#000063
71,2,0,0,118,#000076,0x0007,#000073
71,3,0,0,135,#000087,0x0008,#000084
71,4,0,0,152,#000098,0x0009,#000094
71,5,0,0,169,#0000a9,0x100a,#0000ad
71,6,0,0,186,#0000ba,0x100b,#0000bd
71,7,0,0,203,#0000cb,0x100c,#0000ce
71,8,0,0,220,#0000dc,0x100d,#0000de
71,9,0,0,237,#0000ed,0x100e,#0000ef
71,10,0,0,254,#0000fe,0x100f,#0000ff
71,11,0,0,254,#0000fe,0x100f,#0000ff
71,12,0,0,237,#0000ed,0x100e,#0000ef
71,13,0,0,220,#0000dc,0x100d,#0000de
71,14,0,0,203,#0000cb,0x100c,#0000ce
71,15,0,0,186,#0000ba,0x100b,#0000bd
71,16,0,0,169,#0000a9,0x100a,#0000ad
71,17,0,0,152,#000098,0x0009,#000094
71,18,0,0,135,#000087,0x0008,#000084
71,19,0,0,118,#000076,0x0007,#000073
72,0,0,0,101,#000065,0x0006,#000063
72,1,0,0,118,#000076,0x0007,#000073
72,2,0,0,135,#000087,0x0008,#000084
72,3,0,0,152,#000098,0x0009,#000094
72,4,0,0,169,#0000a9,0x100a,#0000ad
72,5,0,0,186,#0000ba,0x100b,#0000bd
72,6,0,0,203,#0000cb,0x100c,#0000ce
72,7,0,0,220,#0000dc,0x100d,#0000de
72,8,0,0,237,#0000ed,0x100e,#0000ef
72,9,0,0,254,#0000fe,0x100f,#0000ff
72,10,0,0,254,#0000fe,0x100f,#0000ff
72,11,0,0,237,#0000ed,0x100e,#0000ef
72,12,0,0,220,#0000dc,0x100d,#0000de
72,13,0,0,203,#0000cb,0x100c,#0000ce
72,14,0,0,186,#0000ba,0x100b,#0000bd
72,15,0,0,169,#0000a9,0x100a,#0000ad
72,16,0,0,152,#000098,0x0009,#000094
72,17,0,0,135,#000087,0x0008,#000084
72,18,0,0,118,#000076,0x0007,#000073
72,19,0,0,101,#000065,0x0006,#000063
73,0,0,0,118,#000076,0x0007,#000073
73,1,0,0,135,#000087,0x0008,#000084
73,2,0,0,152,#000098,0x0009,#000094
73,3,0,0,169,#0000a9,0x100a,#0000ad
73,4,0,0,186,#0000ba,0x100b,#0000bd
73,5,0,0,203,#0000cb,0x100c,#0000ce
73,6,0,0,220,#0000dc,0x100d,#0000de
73,7,0,0,237,#0000ed,0x100e,#0000ef
73,8,0,0,254,#0000fe,0x100f,#0000ff
73,9,0,0,254,#0000fe,0x100f,#0000ff
73,10,0,0,237,#0000ed,0x100e,#0000ef
73,11,0,0,220,#0000dc,0x100d,#0000de
73,12,0,0,203,#0000cb,0x100c,#0000ce
73,13,0,0,186,#0000ba,0x100b,#0000bd
73,14,0,0,169,#0000a9,0x100a,#0000ad
73,15,0,0,152,#000098,0x0009,#000094
73,16,0,0,135,#000087,0x0008,#000084
73,17,0,0,118,#000076,0x0007,#000073
73,18,0,0,101,#000065,0x0006,#000063
73,19,0,0,84,#000054,0x0005,#000052
74,0,0,0,135,#000087,0x0008,#000084
74,1,0,0,152,#000098,0x0009,#000094
74,2,0,0,169,#0000a9,0x100a,#0000ad
74,3,0,0,186,#0000ba,0x100b,#0000bd
74,4,0,0,203,#0000cb,0x100c,#0000ce
74,5,0,0,220,#0000dc,0x100d,#0000de
74,6,0,0,237,#0000ed,0x100e,#0000ef
74,7,0,0,254,#0000fe,0x100f,#0000ff
74,8,0,0,254,#0000fe,0x100f,#0000ff
74,9,0,0,237,#0000ed,0x100e,#0000ef
74,10,0,0,220,#0000dc,0x100d,#0000de
74,11,0,0,203,#0000cb,0x100c,#0000ce
74,12,0,0,186,#0000ba,0x100b,#0000bd
74,13,0,0,169,#0000a9,0x100a,#0000ad
74,14,0,0,152,#000098,0x0009,#000094
74,15,0,0,135,#000087,0x0008,#000084
74,16,0,0,118,#000076,0x0007,#000073
74,17,0,0,101,#000065,0x0006,#000063
74,18,0,0,84,#000054,0x0005,#000052
74,19,0,0,67,#000043,0x0004,#000042
75,0,0,0,152,#000098,0x0009,#000094
75,1,0,0,169,#0000a9,0x100a,#0000ad
75,2,0,0,186,#0000ba,0x100b,#0000bd
75,3,0,0,203,#0000cb,0x100c,#0000ce
75,4,0,0,220,#0000dc,0x100d,#0000de
75,5,0,0,237,#0000ed,0x100e,#0000ef
75,6,0,0,254,#0000fe,0x100f,#0000ff
75,7,0,0,254,#0000fe,0x100f,#0000ff
75,8,0,0,237,#0000ed,0x100e,#0000ef
75,9,0,0,220,#0000dc,0x100d,#0000de
75,10,0,0,203,#0000cb,0x100c,#0000ce
75,11,0,0,186,#0000ba,0x100b,#0000bd
75,12,0,0,169,#0000a9,0x100a,#0000ad
75,13,0,0,152,#000098,0x0009,#000094
75,14,0,0,135,#000087,0x0008,#000084
75,15,0,0,118,#000076,0x0007,#000073
75,16,0,0,101,#000065,0x0006,#000063
75,17,0,0,84,#000054,0x0005,#000052
75,18,0,0,67,#000043,0x0004,#000042
75,19,0,0,50,#000032,0x0003,#000031
76,0,0,0,169,#0000a9,0x100a,#0000ad
76,1,0,0,186,#0000ba,0x100b,#0000bd
76,2,0,0,203,#0000cb,0x100c,#0000ce
76,3,0,0,220,#0000dc,0x100d,#0000de
76,4,0,0,237,#0000ed,0x100e,#0000ef
76,5,0,0,254,#0000fe,0x100f,#0000ff
76,6,0,0,254,#0000fe,0x100f,#0000ff
76,7,0,0,237,#0000ed,0x100e,#0000ef
76,8,0,0,220,#0000dc,0x100d,#0000de
76,9,0,0,203,#0000cb,0x100c,#0000ce
76,10,0,0,186,#0000ba,0x100b,#0000bd
76,11,0,0,169,#0000a9,0x100a,#0000ad
76,12,0,0,152,#000098,0x0009,#000094
76,13,0,0,135,#000087,0x0008,#000084
76,14,0,0,118,#000076,0x0007,#000073
76,15,0,0,101,#000065,0x0006,#000063
76,16,0,0,84,#000054,0x0005,#000052
76,17,0,0,67,#000043,0x0004,#000042
76,18,0,0,50,#000032,0x0003,#000031
76,19,0,0,33,#000021,0x0002,#000021
77,0,0,0,186,#0000ba,0x100b,#0000bd
77,1,0,0,203,#0000cb,0x100c,#0000ce
77,2,0,0,220,#0000dc,0x100d,#0000de
77,3,0,0,237,#0000ed,0x100e,#0000ef
77,4,0,0,254,#0000fe,0x100f,#0000ff
77,5,0,0,254,#0000fe,0x100f,#0000ff
77,6,0,0,237,#0000ed,0x100e,#0000ef
77,7,0,0,220,#0000dc,0x100d,#0000de
77,8,0,0,203,#0000cb,0x100c,#0000ce
77,9,0,0,186,#0000ba,0x100b,#0000bd
77,10,0,0,169,#0000a9,0x100a,#0000ad
77,11,0,0,152,#000098,0x0009,#000094
77,12,0,0,135,#000087,0x0008,#000084
77,13,0,0,118,#000076,0x0007,#000073
77,14,0,0,101,#000065,0x0006,#000063
77,15,0,0,84,#000054,0x0005,#000052
77,16,0,0,67,#000043,0x0004,#000042
77,17,0,0,50,#000032,0x0003,#000031
77,18,0,0,33,#000021,0x0002,#000021
77,19,0,23,23,#001717,0x3011,#001919
78,0,0,0,203,#0000cb,0x100c,#0000ce
78,1,0,0,220,#0000dc,0x100d,#0000de
78,2,0,0,237,#0000ed,0x100e,#0000ef
78,3,0,0,254,#0000fe,0x100f,#0000ff
78,4,0,0,254,#0000fe,0x100f,#0000ff
78,5,0,0,237,#0000ed,0x100e,#0000ef
78,6,0,0,220,#0000dc,0x100d,#0000de
78,7,0,0,203,#0000cb,0x100c,#0000ce
78,8,0,0,186,#0000ba,0x100b,#0000bd
78,9,0,0,169,#0000a9,0x100a,#0000ad
78,10,0,0,152,#000098,0x0009,#000094
78,11,0,0,135,#000087,0x0008,#000084
78,12,0,0,118,#000076,0x0007,#000073
78,13,0,0,101,#000065,0x0006,#000063
78,14,0,0,84,#000054,0x0005,#000052
78,15,0,0,67,#000043,0x0004,#000042
78,16,0,0,50,#000032,0x0003,#000031
78,17,0,0,33,#000021,0x0002,#000021
78,18,0,23,23,#001717,0x3011,#001919
78,19,0,31,31,#001f1f,0x0022,#002121
79,0,0,0,220,#0000dc,0x100d,#0000de
79,1,0,0,237,#0000ed,0x100e,#0000ef
79,2,0,0,254,#0000fe,0x100f,#0000ff
79,3,0,0,254,#0000fe,0x100f,#0000ff
79,4,0,0,237,#0000ed,0x100e,#0000ef
79,5,0,0,220,#0000dc,0x100d,#0000de
79,6,0,0,203,#0000cb,0x100c,#0000ce
79,7,0,0,186,#0000ba,0x100b,#0000bd
79,8,0,0,169,#0000a9,0x100a,#0000ad
79,9,0,0,152,#000098,0x0009,#000094
79,10,0,0,135,#000087,0x0008,#000084
79,11,0,0,118,#000076,0x0007,#000073
79,12,0,0,101,#000065,0x0006,#000063
79,13,0,0,84,#000054,0x0005,#000052
79,14,0,0,67,#000043,0x0004,#000042
79,15,0,0,50,#000032,0x0003,#000031
79,16,0,0,33,#000021,0x0002,#000021
79,17,0,23,23,#001717,0x3011,#001919
79,18,0,31,31,#001f1f,0x0022,#002121
79,19,0,39,39,#002727,0x3022,#002929
80,0,0,0,237,#0000ed,0x100e,#0000ef
80,1,0,0,254,#0000fe,0x100f,#0000ff
80,2,0,0,254,#0000fe,0x100f,#0000ff
80,3,0,0,237,#0000ed,0x100e,#0000ef
80,4,0,0,220,#0000dc,0x100d,#0000de
80,5,0,0,203,#0000cb,0x100c,#0000ce
80,6,0,0,186,#0000ba,0x100b,#0000bd
80,7,0,0,169,#0000a9,0x100a,#0000ad
80,8,0,0,152,#000098,0x0009,#000094
80,9,0,0,135,#000087,0x0008,#000084
80,10,0,0,118,#000076,0x0007,#000073
80,11,0,0,101,#000065,0x0006,#000063
80,12,0,0,84,#000054,0x0005,#000052
80,13,0,0,67,#000043,0x0004,#000042
80,14,0,0,50,#000032,0x0003,#000031
80,15,0,0,33,#000021,0x0002,#000021
80,16,0,23,23,#001717,0x3011,#001919
80,17,0,31,31,#001f1f,0x0022,#002121
80,18,0,39,39,#002727,0x3022,#002929
80,19,0,47,47,#002f2f,0x0033,#003131
81,0,0,0,254,#0000fe,0x100f,#0000ff
81,1,0,0,254,#0000fe,0x100f,#0000ff
81,2,0,0,237,#0000ed,0x100e,#0000ef
81,3,0,0,220,#0000dc,0x100d,#0000de
81,4,0,0,203,#0000cb,0x100c,#0000ce
81,5,0,0,186,#0000ba,0x100b,#0000bd
81,6,0,0,169,#0000a9,0x100a,#0000ad
81,7,0,0,152,#000098,0x0009,#000094
81,8,0,0,135,#000087,0x0008,#000084
81,9,0,0,118,#000076,0x0007,#000073
81,10,0,0,101,#000065,0x0006,#000063
81,11,0,0,84,#000054,0x0005,#000052
81,12,0,0,67,#000043,0x0004,#000042
81,13,0,0,50,#000032,0x0003,#000031
81,14,0,0,33,#000021,0x0002,#000021
81,15,0,23,23,#001717,0x3011,#001919
81,16,0,31,31,#001f1f,0x0022,#002121
81,17,0,39,39,#002727,0x3022,#002929
81,18,0,47,47,#002f2f,0x0033,#003131
81,19,0,55,55,#003737,0x3033,#003a3a
82,0,0,0,254,#0000fe,0x100f,#0000ff
82,1,0,0,237,#0000ed,0x100e,#0000ef
82,2,0,0,220,#0000dc,0x100d,#0000de
82,3,0,0,203,#0000cb,0x100c,#0000ce
82,4,0,0,186,#0000ba,0x100b,#0000bd
82,5,0,0,169,#0000a9,0x100a,#0000ad
82,6,0,0,152,#000098,0x0009,#000094
82,7,0,0,135,#000087,0x0008,#000084
82,8,0,0,118,#000076,0x0007,#000073
82,9,0,0,101,#000065,0x0006,#000063
82,10,0,0,84,#000054,0x0005,#000052
82,11,0,0,67,#000043,0x0004,#000042
82,12,0,0,50,#000032,0x0003,#000031
82,13,0,0,33,#000021,0x0002,#000021
82,14,0,23,23,#001717,0x3011,#001919
82,15,0,31,31,#001f1f,0x0022,#002121
82,16,0,39,39,#002727,0x3022,#002929
82,17,0,47,47,#002f2f,0x0033,#003131
82,18,0,55,55,#003737,0x3033,#003a3a
82,19,0,63,63,#003f3f,0x0044,#004242
83,0,0,0,237,#0000ed,0x100e,#0000ef
83,1,0,0,220,#0000dc,0x100d,#0000de
83,2,0,0,203,#0000cb,0x100c,#0000ce
83,3,0,0,186,#0000ba,0x100b,#0000bd
83,4,0,0,169,#0000a9,0x100a,#0000ad
83,5,0,0,152,#000098,0x0009,#000094
83,6,0,0,135,#000087,0x0008,#000084
83,7,0,0,118,#000076,0x0007,#000073
83,8,0,0,101,#000065,0x0006,#000063
83,9,0,0,84,#000054,0x0005,#000052
83,10,0,0,67,#000043,0x0004,#000042
83,11,0,0,50,#000032,0x0003,#000031
83,12,0,0,33,#000021,0x0002,#000021
83,13,0,23,23,#001717,0x3011,#001919
83,14,0,31,31,#001f1f,0x0022,#002121
83,15,0,39,39,#002727,0x3022,#002929
83,16,0,47,47,#002f2f,0x0033,#003131
83,17,0,55,55,#003737,0x3033,#003a3a
83,18,0,63,63,#003f3f,0x0044,#004242
83,19,0,71,71,#004747,0x3044,#004a4a
84,0,0,0,220,#0000dc,0x100d,#0000de
84,1,0,0,203,#0000cb,0x100c,#0000ce
