phase,palette,pen,source_index,track,source_rgb,neo_word,neo_rgb
96,38,6,84,7,#004f4f,0x0055,#005252
96,49,1,79,2,#002727,0x3022,#002929
96,49,2,80,3,#002f2f,0x0033,#003131
96,49,3,81,4,#003737,0x3033,#003a3a
96,49,4,82,5,#003f3f,0x0044,#004242
96,49,5,83,6,#004747,0x3044,#004a4a
96,49,6,84,7,#004f4f,0x0055,#005252
96,50,1,90,13,#007676,0x0077,#007373
96,50,2,94,17,#005656,0x0055,#005252
96,50,3,95,18,#004f4f,0x0055,#005252
96,56,1,77,0,#001717,0x3011,#001919
96,56,2,78,1,#001f1f,0x0022,#002121
96,56,3,79,2,#002727,0x3022,#002929
96,59,1,77,0,#001717,0x3011,#001919
96,59,2,78,1,#001f1f,0x0022,#002121
96,59,3,79,2,#002727,0x3022,#002929
96,60,1,83,6,#004747,0x3044,#004a4a
96,60,2,84,7,#004f4f,0x0055,#005252
96,62,1,79,2,#002727,0x3022,#002929
96,62,2,80,3,#002f2f,0x0033,#003131
96,62,3,81,4,#003737,0x3033,#003a3a
96,62,4,82,5,#003f3f,0x0044,#004242
96,62,5,83,6,#004747,0x3044,#004a4a
96,62,6,84,7,#004f4f,0x0055,#005252
96,63,1,84,7,#004f4f,0x0055,#005252
96,63,2,85,8,#005656,0x0055,#005252
96,63,3,86,9,#005e5e,0x3055,#005a5a
96,63,4,87,10,#006666,0x0066,#006363
96,63,5,90,13,#007676,0x0077,#007373
96,63,6,91,14,#006e6e,0x3066,#006b6b
96,64,1,84,7,#004f4f,0x0055,#005252
96,64,2,85,8,#005656,0x0055,#005252
96,64,3,86,9,#005e5e,0x3055,#005a5a
96,64,4,87,10,#006666,0x0066,#006363
96,64,5,88,11,#006e6e,0x3066,#006b6b
96,64,6,89,12,#007676,0x0077,#007373
96,65,1,90,13,#007676,0x0077,#007373
96,65,2,91,14,#006e6e,0x3066,#006b6b
96,65,3,92,15,#006666,0x0066,#006363
96,65,4,93,16,#005e5e,0x3055,#005a5a
96,65,5,94,17,#005656,0x0055,#005252
96,65,6,95,18,#004f4f,0x0055,#005252
96,66,1,79,2,#002727,0x3022,#002929
96,66,2,80,3,#002f2f,0x0033,#003131
96,66,3,81,4,#003737,0x3033,#003a3a
96,66,4,82,5,#003f3f,0x0044,#004242
96,66,5,83,6,#004747,0x3044,#004a4a
96,66,6,84,7,#004f4f,0x0055,#005252
96,68,1,79,2,#002727,0x3022,#002929
96,68,2,80,3,#002f2f,0x0033,#003131
96,68,3,84,7,#004f4f,0x0055,#005252
96,69,1,90,13,#007676,0x0077,#007373
96,70,1,85,8,#005656,0x0055,#005252
96,70,2,86,9,#005e5e,0x3055,#005a5a
96,70,3,87,10,#006666,0x0066,#006363
96,70,4,88,11,#006e6e,0x3066,#006b6b
96,70,5,89,12,#007676,0x0077,#007373
96,70,6,95,18,#004f4f,0x0055,#005252
96,70,7,96,19,#004747,0x3044,#004a4a
96,74,1,84,7,#004f4f,0x0055,#005252
96,74,2,85,8,#005656,0x0055,#005252
96,74,3,86,9,#005e5e,0x3055,#005a5a
96,74,4,87,10,#006666,0x0066,#006363
96,74,5,88,11,#006e6e,0x3066,#006b6b
96,74,6,89,12,#007676,0x0077,#007373
96,76,1,77,0,#001717,0x3011,#001919
96,76,2,78,1,#001f1f,0x0022,#002121
96,76,3,79,2,#002727,0x3022,#002929
96,79,1,84,7,#004f4f,0x0055,#005252
96,79,2,85,8,#005656,0x0055,#005252
96,79,3,86,9,#005e5e,0x3055,#005a5a
96,79,4,87,10,#006666,0x0066,#006363
97,34,1,77,0,#001f1f,0x0022,#002121
97,34,2,78,1,#002727,0x3022,#002929
97,34,3,79,2,#002f2f,0x0033,#003131
97,35,1,78,1,#002727,0x3022,#002929
97,35,2,79,2,#002f2f,0x0033,#003131
97,36,1,84,7,#005656,0x0055,#005252
97,36,2,85,8,#005e5e,0x3055,#005a5a
97,36,3,86,9,#006666,0x0066,#006363
97,36,4,87,10,#006e6e,0x3066,#006b6b
97,37,1,84,7,#005656,0x0055,#005252
97,37,2,85,8,#005e5e,0x3055,#005a5a
97,37,3,86,9,#006666,0x0066,#006363
97,37,4,87,10,#006e6e,0x3066,#006b6b
97,37,5,88,11,#007676,0x0077,#007373
97,38,1,79,2,#002f2f,0x0033,#003131
97,38,2,80,3,#003737,0x3033,#003a3a
97,38,3,81,4,#003f3f,0x0044,#004242
97,38,4,82,5,#004747,0x3044,#004a4a
97,38,5,83,6,#004f4f,0x0055,#005252
97,38,6,84,7,#005656,0x0055,#005252
97,49,1,79,2,#002f2f,0x0033,#003131
97,49,2,80,3,#003737,0x3033,#003a3a
97,49,3,81,4,#003f3f,0x0044,#004242
97,49,4,82,5,#004747,0x3044,#004a4a
97,49,5,83,6,#004f4f,0x0055,#005252
97,49,6,84,7,#005656,0x0055,#005252
97,50,1,90,13,#006e6e,0x3066,#006b6b
97,50,2,94,17,#004f4f,0x0055,#005252
97,50,3,95,18,#004747,0x3044,#004a4a
97,56,1,77,0,#001f1f,0x0022,#002121
97,56,2,78,1,#002727,0x3022,#002929
97,56,3,79,2,#002f2f,0x0033,#003131
97,59,1,77,0,#001f1f,0x0022,#002121
97,59,2,78,1,#002727,0x3022,#002929
97,59,3,79,2,#002f2f,0x0033,#003131
97,60,1,83,6,#004f4f,0x0055,#005252
97,60,2,84,7,#005656,0x0055,#005252
97,62,1,79,2,#002f2f,0x0033,#003131
97,62,2,80,3,#003737,0x3033,#003a3a
97,62,3,81,4,#003f3f,0x0044,#004242
97,62,4,82,5,#004747,0x3044,#004a4a
97,62,5,83,6,#004f4f,0x0055,#005252
97,62,6,84,7,#005656,0x0055,#005252
97,63,1,84,7,#005656,0x0055,#005252
97,63,2,85,8,#005e5e,0x3055,#005a5a
97,63,3,86,9,#006666,0x0066,#006363
97,63,4,87,10,#006e6e,0x3066,#006b6b
97,63,5,90,13,#006e6e,0x3066,#006b6b
97,63,6,91,14,#006666,0x0066,#006363
97,64,1,84,7,#005656,0x0055,#005252
97,64,2,85,8,#005e5e,0x3055,#005a5a
97,64,3,86,9,#006666,0x0066,#006363
97,64,4,87,10,#006e6e,0x3066,#006b6b
97,64,5,88,11,#007676,0x0077,#007373
97,64,6,89,12,#007676,0x0077,#007373
97,65,1,90,13,#006e6e,0x3066,#006b6b
97,65,2,91,14,#006666,0x0066,#006363
97,65,3,92,15,#005e5e,0x3055,#005a5a
97,65,4,93,16,#005656,0x0055,#005252
97,65,5,94,17,#004f4f,0x0055,#005252
97,65,6,95,18,#004747,0x3044,#004a4a
97,66,1,79,2,#002f2f,0x0033,#003131
97,66,2,80,3,#003737,0x3033,#003a3a
97,66,3,81,4,#003f3f,0x0044,#004242
97,66,4,82,5,#004747,0x3044,#004a4a
97,66,5,83,6,#004f4f,0x0055,#005252
97,66,6,84,7,#005656,0x0055,#005252
97,68,1,79,2,#002f2f,0x0033,#003131
97,68,2,80,3,#003737,0x3033,#003a3a
97,68,3,84,7,#005656,0x0055,#005252
97,69,1,90,13,#006e6e,0x3066,#006b6b
97,70,1,85,8,#005e5e,0x3055,#005a5a
97,70,2,86,9,#006666,0x0066,#006363
97,70,3,87,10,#006e6e,0x3066,#006b6b
97,70,4,88,11,#007676,0x0077,#007373
97,70,5,89,12,#007676,0x0077,#007373
97,70,6,95,18,#004747,0x3044,#004a4a
97,70,7,96,19,#003f3f,0x0044,#004242
97,74,1,84,7,#005656,0x0055,#005252
97,74,2,85,8,#005e5e,0x3055,#005a5a
97,74,3,86,9,#006666,0x0066,#006363
97,74,4,87,10,#006e6e,0x3066,#006b6b
97,74,5,88,11,#007676,0x0077,#007373
97,74,6,89,12,#007676,0x0077,#007373
97,76,1,77,0,#001f1f,0x0022,#002121
97,76,2,78,1,#002727,0x3022,#002929
97,76,3,79,2,#002f2f,0x0033,#003131
97,79,1,84,7,#005656,0x0055,#005252
97,79,2,85,8,#005e5e,0x3055,#005a5a
97,79,3,86,9,#006666,0x0066,#006363
97,79,4,87,10,#006e6e,0x3066,#006b6b
98,34,1,77,0,#002727,0x3022,#002929
98,34,2,78,1,#002f2f,0x0033,#003131
98,34,3,79,2,#003737,0x3033,#003a3a
98,35,1,78,1,#002f2f,0x0033,#003131
98,35,2,79,2,#003737,0x3033,#003a3a
98,36,1,84,7,#005e5e,0x3055,#005a5a
98,36,2,85,8,#006666,0x0066,#006363
98,36,3,86,9,#006e6e,0x3066,#006b6b
98,36,4,87,10,#007676,0x0077,#007373
98,37,1,84,7,#005e5e,0x3055,#005a5a
98,37,2,85,8,#006666,0x0066,#006363
98,37,3,86,9,#006e6e,0x3066,#006b6b
98,37,4,87,10,#007676,0x0077,#007373
98,37,5,88,11,#007676,0x0077,#007373
98,38,1,79,2,#003737,0x3033,#003a3a
98,38,2,80,3,#003f3f,0x0044,#004242
98,38,3,81,4,#004747,0x3044,#004a4a
98,38,4,82,5,#004f4f,0x0055,#005252
98,38,5,83,6,#005656,0x0055,#005252
98,38,6,84,7,#005e5e,0x3055,#005a5a
98,49,1,79,2,#003737,0x3033,#003a3a
98,49,2,80,3,#003f3f,0x0044,#004242
98,49,3,81,4,#004747,0x3044,#004a4a
98,49,4,82,5,#004f4f,0x0055,#005252
98,49,5,83,6,#005656,0x0055,#005252
98,49,6,84,7,#005e5e,0x3055,#005a5a
98,50,1,90,13,#006666,0x0066,#006363
98,50,2,94,17,#004747,0x3044,#004a4a
98,50,3,95,18,#003f3f,0x0044,#004242
98,56,1,77,0,#002727,0x3022,#002929
98,56,2,78,1,#002f2f,0x0033,#003131
98,56,3,79,2,#003737,0x3033,#003a3a
98,59,1,77,0,#002727,0x3022,#002929
98,59,2,78,1,#002f2f,0x0033,#003131
98,59,3,79,2,#003737,0x3033,#003a3a
98,60,1,83,6,#005656,0x0055,#005252
98,60,2,84,7,#005e5e,0x3055,#005a5a
98,62,1,79,2,#003737,0x3033,#003a3a
98,62,2,80,3,#003f3f,0x0044,#004242
98,62,3,81,4,#004747,0x3044,#004a4a
98,62,4,82,5,#004f4f,0x0055,#005252
98,62,5,83,6,#005656,0x0055,#005252
98,62,6,84,7,#005e5e,0x3055,#005a5a
98,63,1,84,7,#005e5e,0x3055,#005a5a
98,63,2,85,8,#006666,0x0066,#006363
98,63,3,86,9,#006e6e,0x3066,#006b6b
98,63,4,87,10,#007676,0x0077,#007373
98,63,5,90,13,#006666,0x0066,#006363
98,63,6,91,14,#005e5e,0x3055,#005a5a
98,64,1,84,7,#005e5e,0x3055,#005a5a
98,64,2,85,8,#006666,0x0066,#006363
98,64,3,86,9,#006e6e,0x3066,#006b6b
98,64,4,87,10,#007676,0x0077,#007373
98,64,5,88,11,#007676,0x0077,#007373
98,64,6,89,12,#006e6e,0x3066,#006b6b
98,65,1,90,13,#006666,0x0066,#006363
98,65,2,91,14,#005e5e,0x3055,#005a5a
98,65,3,92,15,#005656,0x0055,#005252
98,65,4,93,16,#004f4f,0x0055,#005252
98,65,5,94,17,#004747,0x3044,#004a4a
98,65,6,95,18,#003f3f,0x0044,#004242
98,66,1,79,2,#003737,0x3033,#003a3a
98,66,2,80,3,#003f3f,0x0044,#004242
98,66,3,81,4,#004747,0x3044,#004a4a
98,66,4,82,5,#004f4f,0x0055,#005252
98,66,5,83,6,#005656,0x0055,#005252
98,66,6,84,7,#005e5e,0x3055,#005a5a
98,68,1,79,2,#003737,0x3033,#003a3a
98,68,2,80,3,#003f3f,0x0044,#004242
98,68,3,84,7,#005e5e,0x3055,#005a5a
98,69,1,90,13,#006666,0x0066,#006363
98,70,1,85,8,#006666,0x0066,#006363
98,70,2,86,9,#006e6e,0x3066,#006b6b
98,70,3,87,10,#007676,0x0077,#007373
98,70,4,88,11,#007676,0x0077,#007373
98,70,5,89,12,#006e6e,0x3066,#006b6b
98,70,6,95,18,#003f3f,0x0044,#004242
98,70,7,96,19,#003737,0x3033,#003a3a
98,74,1,84,7,#005e5e,0x3055,#005a5a
98,74,2,85,8,#006666,0x0066,#006363
98,74,3,86,9,#006e6e,0x3066,#006b6b
98,74,4,87,10,#007676,0x0077,#007373
98,74,5,88,11,#007676,0x0077,#007373
98,74,6,89,12,#006e6e,0x3066,#006b6b
98,76,1,77,0,#002727,0x3022,#002929
98,76,2,78,1,#002f2f,0x0033,#003131
98,76,3,79,2,#003737,0x3033,#003a3a
98,79,1,84,7,#005e5e,0x3055,#005a5a
98,79,2,85,8,#006666,0x0066,#006363
98,79,3,86,9,#006e6e,0x3066,#006b6b
98,79,4,87,10,#007676,0x0077,#007373
99,34,1,77,0,#002f2f,0x0033,#003131
99,34,2,78,1,#003737,0x3033,#003a3a
99,34,3,79,2,#003f3f,0x0044,#004242
99,35,1,78,1,#003737,0x3033,#003a3a
99,35,2,79,2,#003f3f,0x0044,#004242
99,36,1,84,7,#006666,0x0066,#006363
99,36,2,85,8,#006e6e,0x3066,#006b6b
99,36,3,86,9,#007676,0x0077,#007373
99,36,4,87,10,#007676,0x0077,#007373
99,37,1,84,7,#006666,0x0066,#006363
99,37,2,85,8,#006e6e,0x3066,#006b6b
99,37,3,86,9,#007676,0x0077,#007373
99,37,4,87,10,#007676,0x0077,#007373
99,37,5,88,11,#006e6e,0x3066,#006b6b
99,38,1,79,2,#003f3f,0x0044,#004242
99,38,2,80,3,#004747,0x3044,#004a4a
99,38,3,81,4,#004f4f,0x0055,#005252
99,38,4,82,5,#005656,0x0055,#005252
99,38,5,83,6,#005e5e,0x3055,#005a5a
99,38,6,84,7,#006666,0x0066,#006363
99,49,1,79,2,#003f3f,0x0044,#004242
99,49,2,80,3,#004747,0x3044,#004a4a
99,49,3,81,4,#004f4f,0x0055,#005252
99,49,4,82,5,#005656,0x0055,#005252
99,49,5,83,6,#005e5e,0x3055,#005a5a
99,49,6,84,7,#006666,0x0066,#006363
99,50,1,90,13,#005e5e,0x3055,#005a5a
99,50,2,94,17,#003f3f,0x0044,#004242
99,50,3,95,18,#003737,0x3033,#003a3a
99,56,1,77,0,#002f2f,0x0033,#003131
99,56,2,78,1,#003737,0x3033,#003a3a
99,56,3,79,2,#003f3f,0x0044,#004242
99,59,1,77,0,#002f2f,0x0033,#003131
99,59,2,78,1,#003737,0x3033,#003a3a
99,59,3,79,2,#003f3f,0x0044,#004242
99,60,1,83,6,#005e5e,0x3055,#005a5a
99,60,2,84,7,#006666,0x0066,#006363
99,62,1,79,2,#003f3f,0x0044,#004242
99,62,2,80,3,#004747,0x3044,#004a4a
99,62,3,81,4,#004f4f,0x0055,#005252
99,62,4,82,5,#005656,0x0055,#005252
99,62,5,83,6,#005e5e,0x3055,#005a5a
99,62,6,84,7,#006666,0x0066,#006363
99,63,1,84,7,#006666,0x0066,#006363
99,63,2,85,8,#006e6e,0x3066,#006b6b
99,63,3,86,9,#007676,0x0077,#007373
99,63,4,87,10,#007676,0x0077,#007373
99,63,5,90,13,#005e5e,0x3055,#005a5a
99,63,6,91,14,#005656,0x0055,#005252
99,64,1,84,7,#006666,0x0066,#006363
99,64,2,85,8,#006e6e,0x3066,#006b6b
99,64,3,86,9,#007676,0x0077,#007373
99,64,4,87,10,#007676,0x0077,#007373
99,64,5,88,11,#006e6e,0x3066,#006b6b
99,64,6,89,12,#006666,0x0066,#006363
99,65,1,90,13,#005e5e,0x3055,#005a5a
99,65,2,91,14,#005656,0x0055,#005252
99,65,3,92,15,#004f4f,0x0055,#005252
99,65,4,93,16,#004747,0x3044,#004a4a
99,65,5,94,17,#003f3f,0x0044,#004242
99,65,6,95,18,#003737,0x3033,#003a3a
99,66,1,79,2,#003f3f,0x0044,#004242
99,66,2,80,3,#004747,0x3044,#004a4a
99,66,3,81,4,#004f4f,0x0055,#005252
99,66,4,82,5,#005656,0x0055,#005252
99,66,5,83,6,#005e5e,0x3055,#005a5a
99,66,6,84,7,#006666,0x0066,#006363
99,68,1,79,2,#003f3f,0x0044,#004242
99,68,2,80,3,#004747,0x3044,#004a4a
99,68,3,84,7,#006666,0x0066,#006363
99,69,1,90,13,#005e5e,0x3055,#005a5a
99,70,1,85,8,#006e6e,0x3066,#006b6b
99,70,2,86,9,#007676,0x0077,#007373
99,70,3,87,10,#007676,0x0077,#007373
99,70,4,88,11,#006e6e,0x3066,#006b6b
99,70,5,89,12,#006666,0x0066,#006363
99,70,6,95,18,#003737,0x3033,#003a3a
99,70,7,96,19,#002f2f,0x0033,#003131
99,74,1,84,7,#006666,0x0066,#006363
99,74,2,85,8,#006e6e,0x3066,#006b6b
99,74,3,86,9,#007676,0x0077,#007373
99,74,4,87,10,#007676,0x0077,#007373
99,74,5,88,11,#006e6e,0x3066,#006b6b
99,74,6,89,12,#006666,0x0066,#006363
99,76,1,77,0,#002f2f,0x0033,#003131
99,76,2,78,1,#003737,0x3033,#003a3a
99,76,3,79,2,#003f3f,0x0044,#004242
99,79,1,84,7,#006666,0x0066,#006363
99,79,2,85,8,#006e6e,0x3066,#006b6b
99,79,3,86,9,#007676,0x0077,#007373
99,79,4,87,10,#007676,0x0077,#007373
100,34,1,77,0,#003737,0x3033,#003a3a
100,34,2,78,1,#003f3f,0x0044,#004242
100,34,3,79,2,#004747,0x3044,#004a4a
100,35,1,78,1,#003f3f,0x0044,#004242
100,35,2,79,2,#004747,0x3044,#004a4a
100,36,1,84,7,#006e6e,0x3066,#006b6b
100,36,2,85,8,#007676,0x0077,#007373
100,36,3,86,9,#007676,0x0077,#007373
100,36,4,87,10,#006e6e,0x3066,#006b6b
100,37,1,84,7,#006e6e,0x3066,#006b6b
100,37,2,85,8,#007676,0x0077,#007373
100,37,3,86,9,#007676,0x0077,#007373
100,37,4,87,10,#006e6e,0x3066,#006b6b
100,37,5,88,11,#006666,0x0066,#006363
100,38,1,79,2,#004747,0x3044,#004a4a
100,38,2,80,3,#004f4f,0x0055,#005252
100,38,3,81,4,#005656,0x0055,#005252
100,38,4,82,5,#005e5e,0x3055,#005a5a
100,38,5,83,6,#006666,0x0066,#006363
100,38,6,84,7,#006e6e,0x3066,#006b6b
100,49,1,79,2,#004747,0x3044,#004a4a
100,49,2,80,3,#004f4f,0x0055,#005252
100,49,3,81,4,#005656,0x0055,#005252
100,49,4,82,5,#005e5e,0x3055,#005a5a
100,49,5,83,6,#006666,0x0066,#006363
100,49,6,84,7,#006e6e,0x3066,#006b6b
100,50,1,90,13,#005656,0x0055,#005252
100,50,2,94,17,#003737,0x3033,#003a3a
100,50,3,95,18,#002f2f,0x0033,#003131
100,56,1,77,0,#003737,0x3033,#003a3a
100,56,2,78,1,#003f3f,0x0044,#004242
100,56,3,79,2,#004747,0x3044,#004a4a
100,59,1,77,0,#003737,0x3033,#003a3a
100,59,2,78,1,#003f3f,0x0044,#004242
100,59,3,79,2,#004747,0x3044,#004a4a
100,60,1,83,6,#006666,0x0066,#006363
100,60,2,84,7,#006e6e,0x3066,#006b6b
100,62,1,79,2,#004747,0x3044,#004a4a
100,62,2,80,3,#004f4f,0x0055,#005252
100,62,3,81,4,#005656,0x0055,#005252
100,62,4,82,5,#005e5e,0x3055,#005a5a
100,62,5,83,6,#006666,0x0066,#006363
100,62,6,84,7,#006e6e,0x3066,#006b6b
100,63,1,84,7,#006e6e,0x3066,#006b6b
100,63,2,85,8,#007676,0x0077,#007373
100,63,3,86,9,#007676,0x0077,#007373
100,63,4,87,10,#006e6e,0x3066,#006b6b
100,63,5,90,13,#005656,0x0055,#005252
100,63,6,91,14,#004f4f,0x0055,#005252
100,64,1,84,7,#006e6e,0x3066,#006b6b
100,64,2,85,8,#007676,0x0077,#007373
100,64,3,86,9,#007676,0x0077,#007373
100,64,4,87,10,#006e6e,0x3066,#006b6b
100,64,5,88,11,#006666,0x0066,#006363
100,64,6,89,12,#005e5e,0x3055,#005a5a
100,65,1,90,13,#005656,0x0055,#005252
100,65,2,91,14,#004f4f,0x0055,#005252
100,65,3,92,15,#004747,0x3044,#004a4a
100,65,4,93,16,#003f3f,0x0044,#004242
100,65,5,94,17,#003737,0x3033,#003a3a
100,65,6,95,18,#002f2f,0x0033,#003131
100,66,1,79,2,#004747,0x3044,#004a4a
100,66,2,80,3,#004f4f,0x0055,#005252
100,66,3,81,4,#005656,0x0055,#005252
100,66,4,82,5,#005e5e,0x3055,#005a5a
100,66,5,83,6,#006666,0x0066,#006363
100,66,6,84,7,#006e6e,0x3066,#006b6b
100,68,1,79,2,#004747,0x3044,#004a4a
100,68,2,80,3,#004f4f,0x0055,#005252
100,68,3,84,7,#006e6e,0x3066,#006b6b
100,69,1,90,13,#005656,0x0055,#005252
100,70,1,85,8,#007676,0x0077,#007373
100,70,2,86,9,#007676,0x0077,#007373
100,70,3,87,10,#006e6e,0x3066,#006b6b
100,70,4,88,11,#006666,0x0066,#006363
100,70,5,89,12,#005e5e,0x3055,#005a5a
100,70,6,95,18,#002f2f,0x0033,#003131
100,70,7,96,19,#002727,0x3022,#002929
100,74,1,84,7,#006e6e,0x3066,#006b6b
100,74,2,85,8,#007676,0x0077,#007373
100,74,3,86,9,#007676,0x0077,#007373
100,74,4,87,10,#006e6e,0x3066,#006b6b
100,74,5,88,11,#006666,0x0066,#006363
100,74,6,89,12,#005e5e,0x3055,#005a5a
100,76,1,77,0,#003737,0x3033,#003a3a
100,76,2,78,1,#003f3f,0x0044,#004242
100,76,3,79,2,#004747,0x3044,#004a4a
100,79,1,84,7,#006e6e,0x3066,#006b6b
100,79,2,85,8,#007676,0x0077,#007373
100,79,3,86,9,#007676,0x0077,#007373
100,79,4,87,10,#006e6e,0x3066,#006b6b
101,34,1,77,0,#003f3f,0x0044,#004242
101,34,2,78,1,#004747,0x3044,#004a4a
101,34,3,79,2,#004f4f,0x0055,#005252
101,35,1,78,1,#004747,0x3044,#004a4a
101,35,2,79,2,#004f4f,0x0055,#005252
101,36,1,84,7,#007676,0x0077,#007373
101,36,2,85,8,#007676,0x0077,#007373
101,36,3,86,9,#006e6e,0x3066,#006b6b
101,36,4,87,10,#006666,0x0066,#006363
101,37,1,84,7,#007676,0x0077,#007373
101,37,2,85,8,#007676,0x0077,#007373
101,37,3,86,9,#006e6e,0x3066,#006b6b
101,37,4,87,10,#006666,0x0066,#006363
101,37,5,88,11,#005e5e,0x3055,#005a5a
101,38,1,79,2,#004f4f,0x0055,#005252
101,38,2,80,3,#005656,0x0055,#005252
101,38,3,81,4,#005e5e,0x3055,#005a5a
101,38,4,82,5,#006666,0x0066,#006363
101,38,5,83,6,#006e6e,0x3066,#006b6b
101,38,6,84,7,#007676,0x0077,#007373
101,49,1,79,2,#004f4f,0x0055,#005252
101,49,2,80,3,#005656,0x0055,#005252
101,49,3,81,4,#005e5e,0x3055,#005a5a
101,49,4,82,5,#006666,0x0066,#006363
101,49,5,83,6,#006e6e,0x3066,#006b6b
101,49,6,84,7,#007676,0x0077,#007373
101,50,1,90,13,#004f4f,0x0055,#005252
101,50,2,94,17,#002f2f,0x0033,#003131
101,50,3,95,18,#002727,0x3022,#002929
101,56,1,77,0,#003f3f,0x0044,#004242
101,56,2,78,1,#004747,0x3044,#004a4a
101,56,3,79,2,#004f4f,0x0055,#005252
101,59,1,77,0,#003f3f,0x0044,#004242
101,59,2,78,1,#004747,0x3044,#004a4a
101,59,3,79,2,#004f4f,0x0055,#005252
101,60,1,83,6,#006e6e,0x3066,#006b6b
101,60,2,84,7,#007676,0x0077,#007373
101,62,1,79,2,#004f4f,0x0055,#005252
101,62,2,80,3,#005656,0x0055,#005252
101,62,3,81,4,#005e5e,0x3055,#005a5a
101,62,4,82,5,#006666,0x0066,#006363
101,62,5,83,6,#006e6e,0x3066,#006b6b
101,62,6,84,7,#007676,0x0077,#007373
101,63,1,84,7,#007676,0x0077,#007373
101,63,2,85,8,#007676,0x0077,#007373
101,63,3,86,9,#006e6e,0x3066,#006b6b
101,63,4,87,10,#006666,0x0066,#006363
101,63,5,90,13,#004f4f,0x0055,#005252
101,63,6,91,14,#004747,0x3044,#004a4a
101,64,1,84,7,#007676,0x0077,#007373
101,64,2,85,8,#007676,0x0077,#007373
101,64,3,86,9,#006e6e,0x3066,#006b6b
101,64,4,87,10,#006666,0x0066,#006363
101,64,5,88,11,#005e5e,0x3055,#005a5a
101,64,6,89,12,#005656,0x0055,#005252
101,65,1,90,13,#004f4f,0x0055,#005252
101,65,2,91,14,#004747,0x3044,#004a4a
101,65,3,92,15,#003f3f,0x0044,#004242
101,65,4,93,16,#003737,0x3033,#003a3a
101,65,5,94,17,#002f2f,0x0033,#003131
101,65,6,95,18,#002727,0x3022,#002929
101,66,1,79,2,#004f4f,0x0055,#005252
101,66,2,80,3,#005656,0x0055,#005252
101,66,3,81,4,#005e5e,0x3055,#005a5a
101,66,4,82,5,#006666,0x0066,#006363
101,66,5,83,6,#006e6e,0x3066,#006b6b
101,66,6,84,7,#007676,0x0077,#007373
101,68,1,79,2,#004f4f,0x0055,#005252
101,68,2,80,3,#005656,0x0055,#005252
101,68,3,84,7,#007676,0x0077,#007373
101,69,1,90,13,#004f4f,0x0055,#005252
101,70,1,85,8,#007676,0x0077,#007373
101,70,2,86,9,#006e6e,0x3066,#006b6b
101,70,3,87,10,#006666,0x0066,#006363
101,70,4,88,11,#005e5e,0x3055,#005a5a
101,70,5,89,12,#005656,0x0055,#005252
101,70,6,95,18,#002727,0x3022,#002929
101,70,7,96,19,#001f1f,0x0022,#002121
101,74,1,84,7,#007676,0x0077,#007373
101,74,2,85,8,#007676,0x0077,#007373
101,74,3,86,9,#006e6e,0x3066,#006b6b
101,74,4,87,10,#006666,0x0066,#006363
101,74,5,88,11,#005e5e,0x3055,#005a5a
101,74,6,89,12,#005656,0x0055,#005252
101,76,1,77,0,#003f3f,0x0044,#004242
101,76,2,78,1,#004747,0x3044,#004a4a
101,76,3,79,2,#004f4f,0x0055,#005252
101,79,1,84,7,#007676,0x0077,#007373
101,79,2,85,8,#007676,0x0077,#007373
101,79,3,86,9,#006e6e,0x3066,#006b6b
101,79,4,87,10,#006666,0x0066,#006363
102,34,1,77,0,#004747,0x3044,#004a4a
102,34,2,78,1,#004f4f,0x0055,#005252
102,34,3,79,2,#005656,0x0055,#005252
102,35,1,78,1,#004f4f,0x0055,#005252
102,35,2,79,2,#005656,0x0055,#005252
102,36,1,84,7,#007676,0x0077,#007373
102,36,2,85,8,#006e6e,0x3066,#006b6b
102,36,3,86,9,#006666,0x0066,#006363
102,36,4,87,10,#005e5e,0x3055,#005a5a
102,37,1,84,7,#007676,0x0077,#007373
102,37,2,85,8,#006e6e,0x3066,#006b6b
102,37,3,86,9,#006666,0x0066,#006363
102,37,4,87,10,#005e5e,0x3055,#005a5a
102,37,5,88,11,#005656,0x0055,#005252
102,38,1,79,2,#005656,0x0055,#005252
102,38,2,80,3,#005e5e,0x3055,#005a5a
102,38,3,81,4,#006666,0x0066,#006363
102,38,4,82,5,#006e6e,0x3066,#006b6b
102,38,5,83,6,#007676,0x0077,#007373
102,38,6,84,7,#007676,0x0077,#007373
102,49,1,79,2,#005656,0x0055,#005252
102,49,2,80,3,#005e5e,0x3055,#005a5a
102,49,3,81,4,#006666,0x0066,#006363
102,49,4,82,5,#006e6e,0x3066,#006b6b
102,49,5,83,6,#007676,0x0077,#007373
102,49,6,84,7,#007676,0x0077,#007373
102,50,1,90,13,#004747,0x3044,#004a4a
102,50,2,94,17,#002727,0x3022,#002929
102,50,3,95,18,#001f1f,0x0022,#002121
102,56,1,77,0,#004747,0x3044,#004a4a
102,56,2,78,1,#004f4f,0x0055,#005252
102,56,3,79,2,#005656,0x0055,#005252
102,59,1,77,0,#004747,0x3044,#004a4a
102,59,2,78,1,#004f4f,0x0055,#005252
102,59,3,79,2,#005656,0x0055,#005252
102,60,1,83,6,#007676,0x0077,#007373
102,60,2,84,7,#007676,0x0077,#007373
102,62,1,79,2,#005656,0x0055,#005252
102,62,2,80,3,#005e5e,0x3055,#005a5a
